id,barcode,toothpasteName,imageUrl,manufacturer,importer,distributor,toothpasteType,ingredients,ageGroup,labelWarnings,containsFluoride,fluorideAmountLabeled,fluorideAmount,benefits,
94,8850002008663,ยาสีฟันโคโดโม รุ่น ชนิดเจล กลิ่นบับเบิ้ลฟรุ๊ต,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture94.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, PEG-8, Cellulose Gum, Flavor, Sodium Lauryl Sulfate, Sodium Fluoride, Sodium Saccharin, Butylparaben, CI42091",0.5-12 ปี,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,ป้องกันฟันผุ,
95,8850002016002,ยาสีฟันโคโดโม รุ่น ชนิดเจล กลิ่นส้ม,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture95.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, PEG-8, Cellulose Gum, Flavor, Sodium Lauryl Sulfate, Sodium Fluoride, Sodium Saccharin, Butylparaben, CI42092",0.5-12 ปี,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,ป้องกันฟันผุ,
96,8850002015302,ยาสีฟันโคโดโม รุ่น ชนิดครีม กลิ่นองุ่น,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture96.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Xylitol, Propylene Glycol, Cellulose Gum, CI 77891, Sodium Lauryl Sulfate, Flavor, Sodium Fluoride, Sodium Saccharin, Methylparaben, Butylparaben",0.5-12 ปี,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,ป้องกันฟันผุ,
97,8850002015265,ยาสีฟันโคโดโม รุ่น ชนิดครีม กลิ่นสตรอเบอร์รี่,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture97.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Xylitol, Propylene Glycol, Cellulose Gum, CI 77891, Sodium Lauryl Sulfate, Flavor, Sodium Fluoride, Sodium Saccharin, Methylparaben, Butylparaben",0.5-12 ปี,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,ป้องกันฟันผุ,
98,8850002015289,ยาสีฟันโคโดโม รุ่น ชนิดครีม กลิ่นส้ม,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture98.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Xylitol, Propylene Glycol, Cellulose Gum, CI 77891, Sodium Lauryl Sulfate, Flavor, Sodium Fluoride, Sodium Saccharin, Methylparaben, Butylparaben",0.5-12 ปี,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,ป้องกันฟันผุ,
99,8850002025974,ยาสีฟันโคโดโม รุ่น ซูเปอร์การ์ด (รสฟรุ๊ตตี้ คูลมินต์),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture99.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, PEG-8, Sodium Lauryl Sulfate, Sodium Citrate, Sodium Monofluorophosphate, Flavor, CI77891, Xanthan Gum, Carrageenan, Sodium Saccharin, Calcium Glycerophosphate, Sodium Hydroxide, Xylitol, Methylparaben, Dipotassium Glycyrrhizate, O-Cymen-5-Ol, Citric Acid, Butylparaben, CI42090",อายุ 6 ปีขึ้นไป,"มีสาร Sodium Monofluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,"ป้องกันฟันผุ, ดูแลสุขภาพเหงือก",
100,8850002025950,ยาสีฟันโคโดโม รุ่น ซูเปอร์การ์ด (รสสตรอเบอร์รี่ เฟรช มินต์),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture100.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, PEG-8, CI77891, Sodium Lauryl Sulfate, Sodium Citrate, Sodium Monofluorophosphate, Xanthan Gum, Carrageenan, Menthol, Sodium Saccharin, Calcium Glycerophosphate, Sodium Hydroxide, Xylitol, Methylparaben, Dipotassium Glycyrrhizate, O-Cymen-5-Ol, Citric Acid, Butylparaben, CI17200",อายุ 6 ปีขึ้นไป,"มีสาร Sodium Monofluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,ป้องกันฟันผุ,
101,8850002035485,ยาสีฟันโคโดโม รุ่น ออร์แกนิค,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture101.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, PEG-8, Cellulose Gum, Sodium Benzoate, Sodium Fluoride, Flavor, Aloe Barbadensis Leaf Juice Powder, ",อายุ 0.5 ปีขึ้นไป,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1000,"ป้องกันฟันผุ, ดูแลสุขภาพเหงือก, ไม่มีสาร SLS",
102,8850002017153,ยาสีฟันเซ็นท์แอนดรูว์ รุ่น ยาสีฟันเด็กโดราเอม่อน,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture102.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, PEG-400, Flavor, Sodium Lauryl Sulfate, CI77891 Sodium Polyacrylate, Xanthan Gum, Sodium Saccharin, Sodium Fluoride, Xylitol Butylparaben",6-9 ปี,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,0,-,ป้องกันฟันผุ,
103,8850090115168,ยาสีฟันพาโรดอนแทกซ์ รุ่น ออริจินัล,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture103.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟัน,"Sodium Bicarbonate, Aqua, Glycerin, Cocamidopropyl Betaine, Aroma, Xanthan Gum, Sodium Saccharin, Stevia Rebaudiana Leaf Extract, CI77491",ไม่ระบุ,"ปฏิบัติตามคำแนะนำบนฉลาก, โปรดปรึกษาทันตแพทย์หรือแพทย์ทันที หากเกิดอาการหน้าหรือปากพอง, เก็บยาสีฟันให้พ้นมือเด็ก, เนื่องจากยาสีฟันนี้ไม่มีฟลูออไรด์เป็นส่วนประกอบ ควรปรึกษาทันตแพทย์ หากจำเป็นต้องใช้อย่างต่อเนื่องยาวนาน, ไม่แนะนำให้ใช้ในเด็กที่มีอายุต่ำกว่า 12 ปี, หากมีอาการระคายเคืองควรหยุดใช้, ปรึกษาทันตแพทย์หากอาการเลือดออกขณะแปรงฟันไม่ดีขึ้น หรือกรณีเด็กที่มีเลือดออกขณะแปรงฟัน, เก็บในที่อุณหภุมิต่ำกว่า 30 °C, อย่ารับสินค้า หากกล่องชำรุดหรือฉีกขาด",0,-,-,ดูแลสุขภาพเหงือก,
104,8851007200618,ยาสีฟันพาโรดอนแทกซ์ รุ่น เอ็กซ์ตร้า เฟรช,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture104.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟันผสมฟลูออไรด์,"Sodium Bicarbonate, Aqua, Glycerin, Alcohol, Cocamidopropyl Betaine, Mentha Arvensis Oil, Mentha Piperita Oil, Xanthan Gum, Echinacea Purpurea Flower/Leaf/Stem Juice, Krameria Triandra Extract, Aroma, Chamomilla Recutita Extract, Sodium Fluoride, Salvia Officinalis (Sage) Oil, Commiphora Myrrha Extract, Sodium Saccharin, Limonene, Linalool, CI77491 ",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียว และมีผู้ใหญ่ดูแลขณะแปรงฟัน, ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์, ปฏิบัติตามคำแนะนำบนฉลาก, เก็บยาสีฟันให้พ้นมือเด็ก, หากมีอาการระคายเคืองควรหยุดใช้, ไม่แนะนำให้ใช้ในเด็กที่มีอายุต่ำกว่า 12 ปี, ปรึกษาทันตแพทย์ หากอาการเลือดออกขณะแปรงฟันไม่ดีขึ้น หรือกรณีเด็กที่มีเลือดออกขณะแปรงฟัน",1,0,-,"ดูแลสุขภาพเหงือก, ป้องกันฟันผุ",
105,8851007259524,ยาสีฟันพาโรดอนแทกซ์ รุ่น เฮอร์บัล​ เฟรช ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture105.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟันสมุนไพรผสมฟลูออไรด์,"Sodium Bicarbonate, Aqua, Glycerin, Sodium Lauryl Sulfate, Aroma, Xanthan Gum, Cocamidopropyl Betaine, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide, Steviol Glycosides (Stevioside, Rebaudioside A), CI77492, CI74160,  ",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียว และมีผู้ใหญ่ดูแลขณะแปรงฟัน, ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์, ปฏิบัติตามคำแนะนำบนฉลาก, เก็บยาสีฟันให้พ้นมือเด็ก, หากมีอาการระคายเคืองควรหยุดใช้, ไม่แนะนำให้ใช้ในเด็กที่มีอายุต่ำกว่า 12 ปี, ปรึกษาทันตแพทย์ หากอาการเลือดออกขณะแปรงฟันไม่ดีขึ้น หรือกรณีเด็กที่มีเลือดออกขณะแปรงฟัน",1,1,1000,"ดูแลสุขภาพเหงือก, ป้องกันฟันผุ",
106,8851007198977,ยาสีฟันพาโรดอนแทกซ์ รุ่น เดลี่ ไวท์เทนนิ่ง,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture106.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟันผสมฟลูออไรด์,"Sodium Bicarbonate, Water, Glycerin, Hydrated Sillica, Alcohol. Cocamidopropyl Betaine, Mentha Piperita Oil, Mentha Arvensis Oil, Echinacea Purpurea Flower/Leaf/Stem Juice, Xanthan Gum, CI77891, Krameria Triandra Extract, Sodium Fluoride, Chamomilla Recutita Extract, Salvia Officinalis Oil, Commiphora Myrrha Extract, Limonene Sodium Benzoate, Sodium Saccharin, Linalool",ไม่ระบุ,"เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียว และมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์, มีสาร Sodium Fluoride, ปฏิบัติตามคำแนะนำบนฉลาก, เก็บยาสีฟันให้พ้นมือเด็ก,  หากมีอาการระคายเคืองควรหยุดใช้, ไม่แนะนำให้ใช้ในเด็กที่มีอายุต่ำกว่า 12 ปี, โปรดปรึกษาทันตแพทย์หรือแพทย์ทันที หากเกิดอาการหน้าหรือปากพอง, เก็บในที่อุณหภูมิต่ำกว่า 30 °C , อย่ารับสินค้า หากกล่องชำรุดหรือฉีกขาด",1,0,-,"ทำให้ฟันขาว, ดูแลสุขภาพเหงือก, ป้องกันฟันผุ",
107,8851007199400,ยาสีฟันพาโรดอนแทกซ์ รุ่น โพรเทคท์,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture107.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟันผสมฟลูออไรด์,"Sodium Bicarbonate, Water, Sorbitol, Glycerin, Hydrated Silica, Mentha Piperita (Peppermint) Oil, Titanium Dioxide (Cl77891), Sodium Lauroyl Sarcosinate, Silica, Coloidal Anhydrous, Flavour, Lysolecithin, Xanthan Gum, Sodium Saccharin, Sodium Fluoride, Salvia Officinalls (Sage) Oil, Cocamidopropyl Betaine",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียว และมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์",1,0,-,"ลดการสะสมของแบคทีเรีย, ดูแลสุขภาพเหงือก, ป้องกันฟันผุ",
108,8851007199486,ยาสีฟันพาโรดอนแทกซ์ รุ่น  ฟลูออไรด์,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture108.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟันผสมฟลูออไรด์,"Sodium Bicarbonate, Water, Glycerin, Alcohol, Cocamidopropyl Betaine, Mentha Arvensis Oil, Mentha Piperita Oil, Xanthan Gum, Echinacea Purpurea Flower/Leaf/Stem Juice, Krameria Triandra Extract, Chamomilla Recutita Extract, Sodium Fluoride, Salvia Officinalis Oil, Commiphora Myrrha Extract, Limonene, Sodium Saccharin, Linalool, CI77491.",ไม่ระบุ,"เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียว และมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์, มีสาร Sodium Fluoride, ปฏิบัติตามคำแนะนำบนฉลาก, เก็บยาสีฟันให้พ้นมือเด็ก, หากมีอาการระคายเคืองควรหยุดใช้, ไม่แนะนำให้ใช้ในเด็กที่มีอายุต่ำกว่า 12 ปี, โปรดปรึกษาทันตแพทย์หรือแพทย์ทันที หากเกิดอาการหน้าหรือปากพอง, เก็บในที่อุณหภูมิต่ำกว่า 30 °C , อย่ารับสินค้า หากกล่องชำรุดหรือฉีกขาด",1,1,1400,"ป้องกันฟันผุ, ดูแลสุขภาพเหงือก, ลดการสะสมของแบคทีเรีย",
109,8850615821574,ยาสีฟันพาโรดอนแทกซ์ รุ่น คอมพลีท โพรเทคชั่น,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture109.png,บริษัท นีโอคอสเมด จำกัด,-,บริษัท แกล็กโซสมิทไคล์น คอนซูมเมอร์ เฮลธ์แคร์ (ประเทศไทย) จำกัด,ยาสีฟันผสมฟลูออไรด์,"Sodium Bicarbonate, Aqua, Glycerin, Hydrated Silica, Sodium Lauryl Sulfate, Aroma, Xanthan Gum, Cocamidopropyl Betaine, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide, Stevia Rebaudiana Leaf Extract (Steviol Glycosides), Limonene, CI77491",ไม่ระบุ,"ปฏิบัติตามคำแนะนำบนฉลาก, เก็บยาสีฟันให้พ้นมือเด็ก, มีสาร Sodium Fluoride เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียว และมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์, ไม่แนะนำให้ใช้ในเด็กที่มีอายุต่ำกว่า 12 ปี, หากมีอาการระคายเคืองควรหยุดใช้",1,1,1400,"ทำให้ฟันขาว, ดูแลสุขภาพเหงือก",
110,8850002008922,ยาสีฟันซอลส์ รุ่น ออริจินัล,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture110.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Chloride, Sodium Lauryl Sulfate, Propylene Glycol, PEG-20, Hydrogenated Castor Oil, Cellulose Gum, Flavor, CI77891, Sodium Hydroxide, Sodium Fluoride, Dipotassium Glycyrrhizate, Sodium Saccharin, Ethylparaben, Butylparaben, Ubiqunone",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์ และควรเก็บให้พ้นจากมือเด็ก",1,0,-,"ลดการสะสมของแบคทีเรีย, ป้องกันฟันผุ, ดูแลสุขภาพเหงือก",
111,8850002906655,ยาสีฟันซอลส์ รุ่น เฟรช แจเปนนิส มินต์,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture111.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Chloride, Sodium Lauryl Sulfate, Propylene Glycol, PEG-20, Hydrogenated Castor Oil, Cellulose Gum, Menthol, Mentha Piperita Oil, Flavor, CI77891, Sodium Hydroxide, Sodium Fluoride, Sodium Saccharin, Dipotassium Glycyrrhizate, D-Limonene, Ethylparaben, Butylparaben, Eugenol, Mentha Arvensis Leaf Oil, Ubiqunone",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์ และควรเก็บให้พ้นจากมือเด็ก",1,0,-,"ลดการสะสมของแบคทีเรีย, ป้องกันฟันผุ, ดูแลสุขภาพเหงือก",
112,8850002016675,ยาสีฟันซอลส์ รุ่น เฮอร์เบิล แบมบู รีลีฟ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture112.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันสมุนไพรผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Chloride, Sodium Lauryl Sulfate, Propylene Glycol, Flavor, Cellulose Gum, CI77891, Sodium Fluoride, Sodium Saccharin, Sodium Hydroxide, Dipotassium Glycyrrhizate, Eugenol, Ethylparaben, D-Limonene, Butylparaben, Glycerin, CI42090, CI19140, Bambusa Vulgaris Leaf Extract, Sodium Benzoate",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์ และควรเก็บให้พ้นจากมือเด็ก",1,0,-,"ลดการสะสมของแบคทีเรีย, ป้องกันฟันผุ, ดูแลสุขภาพเหงือก",
113,8850002032934,ยาสีฟันซอลส์ รุ่น ตรีผลา,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture113.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันสมุนไพรผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Chloride, Sodium Lauryl Sulfate, Propylene Glycol, Flavor, PEG-20, Hydrogenated Castor Oil, Cellulose Gum, CI77891, Sodium Hydroxide, Sodium Fluoride, Sodium Saccharin, Dipotassium Glycyrrhizate, Maltodextrin, Ethylparaben, Pyllanthus Emblica Fruit Extract, Terminalia Bellirica Fruit Extract, Terminalia Chebula Fruit Extract, Butylparaben, CI19140, CI17200, CI42090 ",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์ ",1,0,-,"ลดการสะสมของแบคทีเรีย, ป้องกันฟันผุ, ดูแลสุขภาพเหงือก",
114,885002031333,ยาสีฟันซอลส์ รุ่น เฮอร์เบิล พิงค์ซอลท์,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture114.png,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,-,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),ยาสีฟันสมุนไพรผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Chloride, Disodium Cocoyl Glutamate, Propylene Glycol, Sodium Lauryl Sulfate, Cellulose Gum, Flavor, CI77891, Menthol, Sodium Fluoride, Sodium Hydroxide, Sodium Saccharin, Dipotassium Glycyrrhizate, Eugenia Caryophyllus (Clove) Flower Oil, Ethylparaben, Butylparaben, Glycerin, CI17200, CI19140, Phyllanthus Emblica Fruit Extract",ไม่ระบุ,"มีสาร Sodium Fluoride, เด็กอายุต่ำกว่า 6 ปีควรใช้ยาปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์ ",1,0,-,"ลดการสะสมของแบคทีเรีย, ป้องกันฟันผุ, ดูแลสุขภาพเหงือก",
